id,smiles,concentration,shifts/heights
12N-206-02-F02,FC2(=C(OCC1(=CC=CC=C1))C=CC(=C2)O),102.6567848072035,-131.57025822463956,1
3R-0704-02-F03,OC(\C=C\C1=CNC2=CC=CC=C12)C(F)(F)F,89.75520979061956,-78.50359348288677,1,-78.53380153608158,1
GE-0007-02-F05,CN1C=C(C(=O)C2=CC=C(F)C=C12)S(C)(=O)=O,131.2331976,-101.59231931740206,1
AS-9349-02-F06,Cc1nnc(o1)-c1ccccc1OC(F)(F)F,92.59749984111728,-57.47256915422969,1
PS-6969-02-F07,FC2(=C(C1(=NNC=C1))C=CC(=C2)F),133.52396047111674,-110.28424238813217,1,-110.29845794257679,1,-111.9145887884991,1,-111.92880434294374,1
PS-8996-02-F10,FC1(=C(O)C=C(OC)N=C1),104.13002631463303,-160.21282348623592,1
BH-0409-02-F11,FC1(=CC=C(CC(=O)O)C=C1),104.6681021,-117.42311613578794,1
FS-1072-02-F12,FC(F)(F)C1(=C(C#N)C=CC(=C1)NC(=O)C),110.80219022442985,-61.980676857478635,1
1K-340S-02-G01,FC(F)(F)C1(=C(C#N)C(=O)NC(=C1)C2(=CC=CC=C2)),112.30219241395316,-64.17520307486629,1
12N-239-02-G02,FC1(=C(OC)C=CC(=C1)C(=O)CC),108.4908073,-135.54172874760425,1
11R-0632-02-G03,FC(F)(F)OC2(=CC=C(N1(C(C#N)=CC=C1))C=C2),87.40941607456288,-57.78708829631682,1
TS-03297-02-G05,FC(F)(F)C1(=CC=C(C(C(=O)O)(C)C)C=C1),114.9799759,-61.74523173698968,1,-61.764778124351025,1
PS-6483-02-G06,FC=2(C1(=C(C(C(=O)O)=CC=C1)C=CC=2)),117.1332128,-122.85878876654812,1
FS-1127-02-G08,FC(F)(F)C=1(C2(=C(OC(C=1)=O)C=C(O)C=C2)),111.00568155374054,-64.26227334583956,1
BH-0410-02-G11,FC1(=CC=C(OCC(=O)O)C=C1),92.16705339,-123.78191133329538,1
FS-1104-02-G12,FC(F)(F)C1(=C(OC)C=CC(=C1)CO),138.16385339939862,-61.739900904072954,1
PS-6602-02-H06,S2(C(C(=O)C1(=CC=C(F)C=C1))=CC=C2),117.49510478676221,-105.84810092925909,1
PS-7527-02-H07,[Br]C1(=C(C(=O)N(C)C)C=C(F)C=C1),104.12892909820944,-113.61512448893635,1
PS-8603-02-H09,S(=O)(=O)(N)C1(=CC(F)=CC=C1),119.0930004,-110.38641668570286,1
FS-1153-02-H10,FC(F)OC1(=C(C=CC=C1)CC#N),61.97240623797153,-81.47642130611716,1
FS-1917-03-A02,FC2(=CC=C(C(=O)NC1(CCNCC1))C=C2),97.97879218579904,-107.98221104025711,1
FS-2805-03-A03,FC2(=CC=1(C(=O)CCCC=1C=C2)),45.31988084997195,-116.0859655458412,1
10W-0838-03-A06,FC1(=C(C=CC=C1)C(N)CCO),68.20465707,-118.07436622378194,1
2P-027-03-A07,FC(F)(F)C1=CC=C(C=C1)C1=NN=CO1,90.58338749,-62.81495220894706,1
7H-076-03-A08,FC(F)(F)C1(=NNC=C1C#N),96.02206378,-61.344530796082054,1
FS-1099-03-A09,FC1(=CC(=C(C)C=C1)CC(=O)O),84.23543005,-118.66608867753908,1
11T-0255-03-A11,FC(F)(F)C=1(NN=C(C=1)C),83.59324116,-61.676819381224966,1
BS-3794-03-A12,FC1(=C(C(=O)O)C=CC=C1),102.5881659,-115.83897028736601,1
FS-1254-03-B01,FC2(=CC1(=C(NC=C1CN(C)C)C=C2)),76.70204227,-123.48960399502796,1
FS-2154-03-B02,FC(F)(F)C1(NCCNC1),51.75659564,-75.78664563965947,1
FS-3618-03-B04,FC2(=CC=1(C(=O)NOC=1C=C2)),100.5379886,-122.67931739168483,1
TS-02626-03-B05,FC(F)(F)C2(=CC=1(NCCC=1C=C2)),27.698622810760956,-61.64749980018294,1
11J-336S-03-B06,CNC(=O)C1=CC=CC(=C1)C(F)(F)F,101.49991650458905,-62.432020711095205,1
FS-1103-03-B09,FC(F)(F)C1(=C(OC)C=CC(=C1)C#N),94.95371746,-62.82294845832216,1
FS-2198-03-B10,FC1(=CC(=C(C(=O)O)C=C1)C),124.55180756509493,-113.99183668171867,1
3N-528S-03-B11,FC(F)(F)C1(=C(C#N)C(=O)NC(=C1)C2(CC2)),94.23994034,-64.44352166500842,1
BS-3849-03-B12,FC1(=C(C=CC=C1)CC(=O)O),81.39001317,-118.08680483392097,1
FS-1255-03-C01,FC2(=CC=1(NC=C(C=1C=C2)CN(C)C)),82.91660005,-120.87927281013529,1
FS-3647-03-C04,FC2(=CC=1(N(N=CC=1C=C2)C)),47.77201349,-113.7421760067851,1
TS-02908-03-C05,ClC1(=C(OCC(=O)O)C=CC(=C1)F),81.93732821230408,-121.7144366337565,1
11J-337S-03-C06,CC(C)NC(=O)C1=CC=CC(=C1)C(F)(F)F,98.94021168071481,-62.384043214844624,1
7R-1061-03-C08,FC(F)(F)C(O)C=2(C1(=C(C=CC=C1)N(C=2)C)),46.73745675,-77.48362745148555,1
FS-1198-03-C09,FC(F)(F)C1(=NC=C(N)C=C1),90.48250080302482,-65.84375377780313,1
PS-6307-03-C10,ClC1(=C(C=C(C(F)(F)F)C=C1)CC(=O)O),87.88017074,-62.0224350486597,1
7C-016-03-C11,FC1(=CC=C(OCC#N)C=C1),22.38824337,-121.12271417999933,1
BS-3883-03-C12,FC(F)(F)C=1(N=CNC(C=1)=O),102.05682,-70.35186148105208,1
FS-2320-03-D02,FC(F)(F)C=1(OC(C(=O)O)=CC=1),96.42866412,-64.08635585958744,1
FS-3689-03-D04,FC(F)(F)C1(=CC(OC)=CC(=C1)O),102.5615863505755,-62.47822126304021,1
TS-03071-03-D05,FC(F)(F)C2(=CC=C(C1(CC1)(CN))C=C2),86.8425343,-62.03665060310432,1,-62.05442004616009,1
11P-616-03-D06,FC1=CC=C(CN2CCS(=O)(=O)CC2)C=C1,101.3660371420545,-114.89185897249344,1
8M-709-03-D08,FC(F)(F)C1(=CC(=CC=C1)CNC(=O)N),100.1029668,-62.13438253991105,1
PS-6515-03-D10,FC(F)(F)C1(=C(N=CC(=C1)N)N(C)C),67.67722298,-60.801674310728274,1
7T-0235-03-D11,FC(F)(F)C(O)C1(=NC(=CC=C1O)C),96.96719125,-76.96387124210426,1
BS-3948-03-D12,ClC1(=C(F)C=CC(=C1)C(=O)O),85.58142532082464,-113.06338328205467,1
FS-1598-03-E01,S(=O)(=O)(C1(=CC=C(C(F)(F)F)C=C1))C,96.06129254455168,-62.97931955721294,1
FS-2328-03-E02,FC2(=C(C(=O)C1(CCN(C)CC1))C=CC=C2),62.99519916023173,-112.51697290808973,1
FS-3202-03-E03,FC1(=C(OC)C(=CC=C1)CO),46.50359669165355,-131.54893489297262,1
TS-03120-03-E05,[Br]C1(=C(F)C(=CC=C1)CNC),35.031689795959416,-110.73469776959595,1
12R-0262-03-E06,FC1=C(C=CC=C1)C1=CN2C=CSC2=N1,106.2808838,-114.21928555283253,1
5E-328S-03-E07,FC(F)(F)C1(=NN(C)C(=C1)O),95.78074023,-62.639923194847725,1
9L-021-03-E08,FC(F)(F)C2(=NC1(=C(C=CC=C1)C(N2)=O)),100.8582903,-70.5757564635548,1
FS-1439-03-E09,FC(F)(F)C1(=NC(=C(CO)C=C1)C),95.86782233,-67.07873007017918,1
PS-6552-03-E10,FC(F)(F)COC1(=NC=CC=C1C#N),68.45042912552874,-73.56191136907701,1
AD-0189-03-E11,FC2(=CC=1(OCC(=O)NC=1C=C2)),82.54069770153934,-117.68876930947171,1
BS-3949-03-E12,ClC1(=CC(=C(F)C=C1)C(=O)O),92.38103932,-118.44841300010589,1
FS-1624-03-F01,FC(F)(F)C1(=NC(=NC2(=C1CCCC2))N),100.2071439736942,-66.82640397878724,1
FS-2343-03-F02,FC(F)(F)C=1(N(N=C(C=1)N)C),29.42516899,-60.79634347781155,1
FS-3266-03-F03,FC(F)(F)C1(=NC=C(N)C=N1),99.81191029,-68.44164635255677,1
FS-1041-03-F08,FC2(=CC1(=C(N=C(C)C=C1)C=C2)),43.71743067406468,-114.68395648874093,1
PS-6631-03-F10,FC(F)(F)C1(=CC(OC)=C(C(=O)O)C=C1),105.71520854507929,-62.15037503866125,1
BF-0753-03-F11,[Br]C1(=C(N)C(F)=CC(=C1)C(=O)OC),75.55257320452701,-129.7497787835759,1,-129.8874919672581,1
BS-3950-03-F12,ClC1(=C(C(=O)O)C=CC(=C1)F),83.96072099,-111.58052325905062,1
FS-1751-03-G01,S(=O)(=O)(C1(=C(C=C(F)C=C1)C))C,84.64900332,-104.82102712063556,1
FS-2348-03-G02,FC(F)(F)C1(=NN(C)C(=C1)N),97.94237759571332,-62.32540405276059,1
1Z-0027-03-G06,FC(F)(F)C1(=C(C#N)C=C(OC)C=C1),56.9422934,-60.36099212294516,1
6P-094-03-G07,FC(F)(F)C(O)CN2(C1(=C(C=CC=C1)CC2)),96.33046716,-78.20417836739703,1
FS-1046-03-G08,FC(F)(F)C1(=CC=C(NC(=O)C)C=C1),107.749382,-61.730127710392274,1
FS-2076-03-G09,FC2(=CC=C(C=1(ON=CC=1))C=C2),44.44745779,-109.87732214215502,1
PS-6655-03-G10,FC(F)(F)C1(=CN2(C=C(C)NC(C2(=C1))=O)),91.9299006,-56.89950461568108,1
BS-3549-03-G11,FC(F)(F)C=1(N=C2(N=CC=CN2(C=1))),112.91594259119772,-62.87181442672553,1
FS-1802-03-H01,FC2(=CC=C(C1(NCCNC1))C=C2),70.98183793018676,-113.5564853268523,1
FS-2563-03-H02,FC2(=CC=C(C1(C(CN(C)CC1)CO))C=C2),88.56774511,-116.09573873952189,1
FS-3470-03-H03,FC2(=CC1(=C(NC=C1C#N)C=C2)),72.56665346,-121.56961567285197,1
TS-02228-03-H04,FC2(=C1(OCCC(C1=CC=C2)=O)),76.50699985455921,-136.0579310683744,1
TS-03303-03-H05,[Br]C1(=C(F)C=C(CC(=O)O)C=C1),89.82348714703018,-108.94176096526871,1
2F-418S-03-H06,CNC(=O)C1=C(Cl)N(C)N=C1C(F)(F)F,130.36918811663625,-61.515117449417446,1,-61.534663836778805,1
7C-131-03-H07,FC(F)(F)C2(=CC=C(N1(C(=O)CCC1))C=C2),110.05646505861908,-61.8518483953243,1
FS-1085-03-H08,FC=2(C1(=NC=CC(=C1C=CC=2)O)),110.2999592,-130.97587035442405,1
FS-2090-03-H09,FC1(=C(OC)C=C(C#N)C=C1),90.20411824,-125.82983964547293,1
PS-6762-03-H10,FC2(=CC=1(OCC(C=1C=C2)=O)),71.57889053,-96.31479472983824,1,-96.32456792351891,1
BS-3599-03-H11,Cl.FC2(=CC=C(C1(=NOC(=N1)CNC))C=C2),98.04596315,-108.06128506185529,1
BS-4038-03-H12,FC(F)(F)C1(=CC=C(C(=O)O)C=C1),102.9852365,-62.299638360329716,1
CS-4224-04-A03,ClC1(=CC(=CC(=C1)CO)C(F)(F)F),25.22551436342727,-62.41958210095616,1
FF-0751-04-A04,FC1(=C(N=CC=C1)C(=O)OCC),37.47257473057339,-117.46576279912179,1
PS-6866-04-A06,FC1(=C(C#N)C(F)=CC(=C1)OC),47.14047542627322,-104.6086822761191,1
PS-6686-04-A07,ClC1(=NC=CC(=C1F)CO),56.62076675,-125.73921548588851,1
FS-2089-04-A08,FC(F)(F)C1(=C(C(=O)O)C=CC(=C1)OC),73.17065681,-59.49384330182357,1
GD-0077-04-A10,FC(F)(F)C1(=C(C#N)C=C2(C=CNC2(=C1))),59.59689546300324,-59.630668013353,1
JS-1272-04-A11,FC3(=C(N2(C(=O)C1(=C(C=CC=C1)N=C2C)))C=C(F)C=C3),44.53916385973326,-115.92070972542255,1,-115.95002930646457,1,-127.82801351709432,1,-127.85644462598354,1
SS-4428-04-A12,FC2(=CC=C(CC1(CCNCC1))C=C2),9.18690363,-117.68876930947171,1
AD-0719-04-B01,FC(F)(F)C2(=CN1(C(=NC=C1)C=C2)),76.19757870003583,-61.853625339629886,1
CS-4413-04-B03,ClC1(=NC=C(F)C(=C1)C(=O)O),86.2356782,-133.27434781368794,1
FS-1784-04-B04,S(=O)(=O)(CC1(=CC=C(C(F)(F)F)C=C1))C,97.39657581340695,-62.32273863630222,1
LB-0702-04-B05,FC(F)(F)C1(=NC=C(CO)C=C1),73.05166268,-67.19156603358331,1
RS-0248-04-B06,ClC1(=C(C(F)=CC=C1)CN2(N=CC(=C2)N)),62.22624315,-113.81503072331375,1
PS-6890-04-B07,FC1(=CC(=C(C#N)C=C1)CO),47.770454872729836,-102.95523559977966,1
FS-3482-04-B08,FC(F)(F)C1(=NNC(=O)C=C1),68.92719572,-67.01564854733118,1
4T-1305-04-B09,S2(C1(=C(C(F)=CC=C1)C=C2C(=O)O)),69.17215503,-117.46043196620505,1
SS-4358-04-B10,FC2(=CC=C(NCC1(=CC=C(F)C=C1))C=C2),59.37222531,-116.13749693070295,1,-126.18256309012997,1
FS-1245-04-B11,FC(F)(F)C=1(NC(=O)NC(C=1)=O),70.25580534930053,-71.04486976022713,1
SS-4423-04-B12,FC1(=CC(C#N)=CC(=C1)C(=O)OC),94.72662167,-109.61611132923521,1
AS-7070-04-C01,FC(F)(F)CN1(N=C(C)C(=C1N)C#N),107.4359546,-70.67348840036153,1
FS-3074-04-C04,FC1(=C(C=CC(=C1)OC)CC(=O)O),32.92558286605587,-115.58664419597406,1
SS-4402-04-C06,FC1(=CN=C2(C=CC(=CC2(=C1))OC)),55.36828702,-127.93818406404009,1
ED-0228-04-C07,FC(F)(F)C=1(N=C2(C=CC=CN2(C=1))),60.05560728401255,-62.238333781787304,1
PS-6653-04-C08,ClC1(=C(N=CC(=C1)F)C#N),14.46421831923942,-113.74039906247951,1
7Y-0947-04-C09,FC1(=C(OC)C=CC(=C1)C(=O)C),65.37722203272943,-135.51063222225665,1
SS-4426-04-C10,FC3(=CC=C(CN1(N=C(C(=O)O)C2(=C1C=CC=C2)))C=C3),70.70796759080531,-114.81545036735363,1
12T-0332-04-C11,FC(F)(F)C1(=CC(=O)NC(=C1)C),54.21634426327062,-66.24001235794681,1
FS-1155-04-C12,FC(F)OC1(=CC=C(CC#N)C=C1),64.54509011,-81.73052434181469,1
BS-4163-04-D01,FC(F)(F)OC1(=CC=C(C(=O)O)C=C1),94.80660845198166,-57.470792209924106,1
BS-4039-04-D02,FC(F)(F)C1(=C(C(=O)O)C=CC=C1),71.33131407376705,-62.288976694496256,1
DB-0604-04-D03,FC1(=C(C#N)C=CC(=C1)C(=O)OCC),42.22732481938487,-106.69303794656098,1
FS-3190-04-D04,FC1(=CC(OC)=CC(=C1)C(=O)O),80.27355448782752,-111.89859628974892,1
MD-0740-04-D05,ClC1(=C(N=CC=C1C(F)(F)F)C(=O)O),71.64443619,-64.27293501167303,1
HD-0716-04-D07,FC(F)(F)C1(=NC(NC)=C2(C=CC=CC2(=N1))),58.2010883,-70.43182397480305,1
8T-0212-04-D09,FC3(=C(C=1(OC2(=CC=CC=C2(N=1))))C=C(N)C=C3),41.40657927379908,-123.83877355107384,1
EE-0755-04-E01,FC(F)(F)C1(=CC(=NC=C1)CO),67.43095036,-64.67363595258064,1
BS-4058-04-E02,FC1(=CC=C(CNC(=O)CC#N)C=C1),130.85086084583529,-115.55999003139041,1
DD-0212-04-E03,[Br]C1(=C(O)N=CN=C1C(F)(F)F),124.33436762788652,-66.50033469871384,1
MS-3335-04-E05,FC2(=C(C#N)C(N1(C=CC=C1))=CC=C2),101.52836670222244,-105.13110390195874,1
FS-1324-04-E06,FC1(=C(C(=O)O)C=CC(=C1)OC),105.33360189798667,-111.63294311606515,1
AS-9408-04-E07,Cn1c(n[nH]c1=S)C(F)(F)F,94.89189312,-64.56524234994045,1
PS-8005-04-E08,FC1(=CC(NC(=O)OC(C)(C)C)=CC=C1),97.44219632,-112.28063931544798,1
BB-0603-04-E09,ClC1(=C(OCC#N)C=CC(=C1)F),74.2320658327529,-118.09391261114327,1
AD-0759-04-E11,ClC1(=NC(OC)=C(F)C=C1C(=O)O),105.97477734114038,-142.3269905784502,1
KS-1346-04-E12,OC(=O)C1=CC(=CC=C1O)C1=C(F)C=C(F)C=C1,103.6350173,-112.24687737364201,1,-112.25931598378105,1,-114.7870192584644,1,-114.79945786860343,1
EB-0727-04-F03,S(=O)(=O)(NC)C1(=CC(=CC=C1)C(F)(F)F),83.55156457658472,-62.552852923874454,1
MS-3534-04-F05,FC1(=C(C=CC=C1)CCC(=O)O),73.65544081403753,-119.19028724768431,1
PS-6854-04-F06,[Br]C1(=C(O)N=CC(=C1)C(F)(F)F),86.77388512302235,-61.70080812935026,1,-61.72035451671161,1
FA-0625-04-F09,FC1(=C(OC)C=C(N)C(=C1)F),55.76127754,-140.31904351314813,1,-145.1718784116790,1
BD-0278-04-F11,FC(F)(F)C=1(C(C(=O)O)=CN(C=1)C),79.78199097,-55.70095568156937,1
BE-0067-04-G01,FC(F)(F)C1(=CC(C#N)=C2(NC=CC2(=C1))),99.09409246,-60.201067135443225,1
CE-0217-04-G02,ClC=2(N1(C(C=CC(=C1)C(F)(F)F)=NC=2)),10.87568782,-61.81453256490718,1
EF-0235-04-G03,FC(F)(F)C1(=C(N=CC=C1)C#N),14.40536824247832,-61.95846505365893,1
JS-2771-04-G04,S(C1(=NN=C(N1CC)C2(=CC=C(F)C=C2)))C,64.84634151,-109.64010007736049,1
NC-0755-04-G05,FC2(=CN1(C(=NC=C1)C=C2)),50.80028534,-140.55182321717874,1
AS-8282-04-G06,CCOC(=O)c1nc2ccc(F)cn2c1Br,124.1490231,-135.91488705177542,1
FK-0736-04-G07,FC(F)(F)C1(=NC=C(N)N=C1),87.2700921,-66.06054098308353,1
KA-0811-04-G09,FC1(=C(C(F)=CC=C1)C=NO),131.9622729,-112.32683986739298,1
NF-0707-04-G10,FC2(=C(C#N)C=C(C1(OCCCO1))C=C2),97.30877488,-106.51534351600326,1
MG-0004-04-G11,ClC=2(C=1(N(N=NC=1C)C=C(C=2)C(F)(F)F)),113.99122785253127,-62.65236180498676,1
PS-6550-04-G12,S(=O)(=O)(C1(=CC=C(F)C=C1))CC#N,143.671864,-106.34653380697344,1
GC-0749-04-H01,FC(F)(F)C1(=CN=C(N)C(=C1)C#C),87.37251811780699,-61.16061706045483,1
CS-4048-04-H02,[Br]C1(=C(C(F)=C(OC)C=C1)C(=O)O),169.4133921403667,-137.9770309183976,1
FA-0838-04-H03,FC1(=C(C#N)C(OCC(F)(F)F)=CC=C1),107.0468463,-73.79735648956597,1,-105.9253980065516,1
KC-0757-04-H04,[Br]C1(=C(F)C(=CC=C1)CO),95.21333765,-113.91009724366212,1
ND-0716-04-H05,FC1(=C(C#N)C(NC)=CC=C1),105.2859003,-108.00975367699357,1
FS-1114-04-H06,FC2(=CC=C(C1(=NNC=C1))C=C2),86.36753231,-113.92342432595396,1
FS-2031-04-H07,FC(F)(F)C=1(N=C(N)OC=1),77.30209596,-64.65231262091372,1
TS-02367-04-H08,FC(F)(C1(=NC=CC=C1))C(=O)O,74.05550369648763,-103.80816886645664,1
MD-0701-04-H10,[Br]C1(=CN=C(F)C(=C1)C(=O)OC),57.68194461226398,-68.9578486733269,1
FA-0727-04-H11,FC(F)(F)C1(=NC=C(C(=O)O)C=C1),108.59674102323116,-67.41634948823881,1
PS-8355-04-H12,FC(F)(F)COC1(=C(N)C=CC=C1),34.22090576358407,-74.03191313790214,1
EG-0041-05-A02,FC(F)(F)C2(=CC=1(N=CC(=O)NC=1C=C2)),123.7339064,-62.28364586157953,1
11K-343S-05-A03,FC(F)(F)C(=O)NC1=CC=C(Cl)C=C1,109.80835621244603,-75.35751358986262,1
MS-1556-05-A04,FC1(=C(NC(=O)CC#N)C=CC(=C1)F),111.9500443,-111.46679882349369,1,-111.47923743363273,1,-119.22138377303192,1,-119.23293391101815,1
PS-6506-05-A07,FC(F)OC1(=CC=C(NC(=O)C)C=C1),108.1970173,-81.50574088715918,1
7R-1374-05-A08,FC(F)(F)C1(=NC2(=CC=CC=C2(N1CCO))),92.30583419,-61.37918121004081,1
CS-10539-05-B02,FC(F)(F)C1(=CN=C(C#N)C(=C1)N2(CCCCC2)),102.17950015968576,-62.890472341934085,1
3J-330S-05-B03,FC1(=CC=C(C(=O)NCC(=O)O)C=C1),124.6410761,-108.17323255310664,1
MS-1966-05-B04,FC1(=CC(=CC=C1)CN2(C(=O)C=CC3(=C2C=CC=C3))),120.1189336,-113.03317522885986,1
FS-2562-05-B05,FC2(=CC(N1(C(=O)OC(C1)CO))=CC=C2),121.3285205,-111.79286810356709,1
FS-2648-05-B06,FC2(=CC=1(NC(=O)NC=1C=C2)),98.01897173572546,-121.03653238117886,1
MS-0046-05-B07,FC1(=C(C=C(NC(=O)NC)C=C1)C),100.540887,-123.20618137828842,1
8P-307S-05-B08,CC1=CC=CN=C1NC(=O)C(F)(F)F,97.75236463,-75.35307122909867,1
BS-3937-05-B10,FC1(=C(F)C=CC(=C1)NC(=O)N),66.01242664,-137.12676306817897,1,-137.16585584290166,1
LF-0032-05-B12,[Br]C1(=C(C(=O)OC)C=C(OC)C(=C1)F),43.2729265,-126.35936904853489,1
ED-0041-05-C01,FC(F)(F)C1(=C(OC)C=C2(C=CNC2(=C1))),104.8259564,-60.16552824933169,1
4T-1121-05-C03,FC1=C2C=C(SC2=CC=C1)C(=O)NC1CC1,103.7231475,-117.11303935446475,1
10F-025-05-C05,FC(F)(F)C1=CC(Cl)=C(N=C1)C1=CNN=C1,115.95171501529217,-62.06863560060471,1
MS-0440-05-C07,FC2(=CC=C(CNC1(=NC=CN=C1))C=C2),97.55811403235772,-116.20413234216208,1
9W-0332-05-C08,FC(F)(F)C2(=CC(C=1(N=NNN=1))=CC=C2),120.92595931078375,-62.40003571359482,1
MS-1567-05-C09,S1(C2(=C(N(C)C(C1)=O)C=CC(=C2)F)),104.78250657029974,-118.56036049135724,1
DF-0721-05-D01,FC1(=C(C(=O)O)C=C(CO)C=C1),119.134723,-117.41600835856563,1
GS-3897-05-D02,[Br]C1(=C(F)C=C2(NN=CC2(=C1))),99.33287017,-108.4086776735956,1
MS-0018-05-D03,FC(F)(F)C2(=CC(C(=O)N1(CC(OC(C1)C)C))=CC=C2),98.71988895,-62.40892043512271,1,-62.42135904526174,1
11W-0279-05-D05,FC(F)(F)C=1(N(N=CC=1C(=O)O)C(C)(C)C),121.7216617,-52.77965924320071,1
PS-6575-05-D06,FC1(=C(OC)C=CC(=C1)CO),99.81098439373596,-136.2045289735845,1
MS-1061-05-D07,FC(F)(F)C2(=C(N1(C(=O)NN=C1))C=CC=C2),108.6974975,-62.42757835033126,1
BS-3167-05-D08,FC2(=C(C1(=NNC(=O)C=C1))C=CC=C2),92.13023749049273,-117.61858000940143,1
FS-2096-05-D10,FC(F)(F)C1(=C(C#N)C=CC(=C1)O),118.78065095354033,-62.091735876577204,1
GS-4117-05-D12,FC1(=C(C#C)C=C(N)C=C1),30.46988622,-123.89474729669953,1
CK-0224-05-E01,FC1(=C(OC)C=CC2(=C1NN=C2N)),101.29654904932664,-158.0769364309323,1
GS-3959-05-E02,FC(F)(F)C1(O)(CCC(C(=O)O)CC1),99.72009539719176,-82.71583995925715,1,-82.73005551370177,1,-82.73894023522965,1,-84.13384151510762,1
4W-0886-05-E05,FC(F)(F)C1=CC=CC(=C1)N1CCNC1=O,108.3799569,-62.27476114005164,1
PS-6578-05-E06,FC1(=CC=C(C(O)C(=O)O)C=C1),99.94430554,-114.76747287110305,1
PS-6573-05-E07,FC2(=CC(C1(=NN=NN1))=CC=C2),112.0125553,-112.75241802857869,1
EC-0736-05-E08,ClC1(=NC(=NC=C1OC)C(F)(F)F),82.09490195,-68.88677090110382,1
FS-3619-05-E10,FC1(=C(OCC)N=CC(=C1)N),249.7152318202562,-75.35484817340425,1,-138.53054906958482,1
FP-0056-05-E12,FC(F)N1C=C(Br)C=CC1=O,34.84801554,-104.1209110642382,1
KD-0707-05-F01,S2(C1(=C(C=C(F)C=C1)C=C2C#N)),92.37547875,-117.03663074932494,1
AS-1020-05-F02,FC(F)(F)C=1(N(N=C(C=1)C(O)C)C),43.59469324,-60.52447099905825,1
MS-6475-05-F04,FC2(=C(NC1(=CC(=O)CCC1))C=CC=C2),116.73836714160281,-123.11289180224563,1
5D-116-05-F05,FC(F)(F)C1=CC=C(C=C1)N1CSCC1=O,92.07533391145017,-62.098843653799506,1
PS-6587-05-F06,FC(F)(F)C1(C(=O)O)(CC1),73.86474394,-66.50033469871384,1
PS-6698-05-F07,FC(F)(F)C=1(OC(C)=CC=1C(=O)N),89.00032448,-61.392508292332636,1
EH-0717-05-F08,FC2(=CC=C(CN1(N=NC(=C1)C(O)C))C=C2),94.88459133,-113.73329128525722,1
MS-11017-05-F09,FC3(=CC=C(NC(=O)CN2(C1(=C(C=CC=C1)CC2)))C=C3),104.3234279,-112.85548079830215,1,-116.4813356538321,1
LF-0029-05-F10,FC1(=C(OC)C=C(C(=O)OC)C=C1),64.62649283614344,-135.54794805267377,1,-136.4284239560872,1
SS-4792-05-F12,FC(F)(F)C1(=C(C=CC=C1)CN2(CCC(=O)CC2)),84.86544137577951,-57.73644538360787,1,-58.04296827631991,1
CS-4050-05-G01,FC1(=C(C#N)C=CC=C1C(=O)O),98.53172919881438,-110.26469600077083,1
AD-0724-05-G02,[Br]C=2(N1(C(C=CC(=C1)C(F)(F)F)=NC=2)),66.19729553017804,-61.740789376225734,1
MS-0543-05-G03,FC3(=CC=C(C(=O)CN1(C(=O)C2(CC2(C1=O))))C=C3),127.8581764588999,-102.83440338700042,1,-103.90145844249943,1
FS-1303-05-G04,FC1(=CC(=C(O)C=C1)C=2(ON=CC=2)),105.20710112119325,-124.49091211122062,1
PS-6642-05-G06,FC(F)(F)C1(=CC(O)=CC(=C1)C#N),85.43659622,-62.866483593808795,1
KK-0202-05-G11,FC1(=CN=C(C(=O)OCC)C=C1),36.06817653,-119.01081587282103,1,-123.92228993343598,1
MS-0446-05-H03,FC3(=C(N1(C(=O)C=2(CCCCC=2(C1=O))))C=CC(=C3)O),103.53634502909726,-119.44705569984019,1,-121.36704402201619,1
PS-6325-05-H06,FC(F)(F)C1(=CC(=CC=C1)C(O)C),29.81015275,-62.12372087407759,1
10M-523S-05-H07,CN(C)CC1=NC2=CC(F)=CC=C2S1,86.98120033,-115.86118209118573,1
AE-0227-05-H08,ClC1(=C(C#N)C(=CN2(C1=NC=C2))C(F)(F)F),95.72606459253352,-61.50090189497284,1
FS-1145-05-H09,FC(F)(F)C2(=CC1(=C(O)C=CN=C1C=C2)),113.4099596,-61.84207520164363,1
SS-4752-05-H10,FC(F)(F)C1(=NN(C)C(=C1C2(=CC=C(OC)C=C2))N),109.0287502,-59.890990354120035,1
HF-0048-05-H11,FC3(=CC(N1(C(=O)OC2(C1)(CCNCC2)))=CC=C3),113.9878454,-111.7209018591912,1
FS-2223-06-A01,FC2(=CC=C(C1(C(=O)O)(CCOCC1))C=C2),121.9659098983344,-117.04995783161677,1
FS-2635-06-A02,FC2(=CC1(=C(NC(C)CC1)C=C2)),30.04939978610886,-125.81740103533389,1
FS-1169-06-A03,FC=2(C1(=C(O)N=CN=C1C=CC=2)),99.8131845,-111.66759353002391,1
3W-0219-06-A05,FC(F)(F)C2(=CC(N1(N=CC(=C1)O))=CC=C2),127.74651279699339,-62.38226627053905,1,-62.432020711095205,1
AS-8985-06-A06,Fc1cc2COCOc2c(c1)-c1cnco1,121.4088268,-121.41679846257234,1
FS-1092-06-B02,S1(C(=NC2(=C1C=C(C(F)(F)F)C=C2))N),127.40223740016823,-60.67106890426836,1
PS-6696-06-B04,FC(F)(F)C=1(OC(C)=NC=1C(=O)O),132.8882915,-61.16061706045483,1
FS-3681-06-C02,FC(F)(F)C1(=NNC=C1CO),130.2530228,-60.52269405475268,1
